ID_INT,GENDER,AGE,MOTIVATION,ORI_ZONE,DEP_HOUR,DST_ZONE,ARR_HOUR
7265732,1,3,8,Q012,02/02/17 19:40:00,Q004,02/02/17 20:00:00
7265733,1,2,5,Q013,02/02/17 08:00:00,Q013,02/02/17 08:10:00
7265733,1,2,1,Q013,02/02/17 08:30:00,Q017,02/02/17 08:50:00
7265733,1,2,8,Q017,02/02/17 17:40:00,Q013,02/02/17 18:10:00
7265734,1,2,1,Q005,02/02/17 07:30:00,Q003,02/02/17 08:05:00
7265734,1,2,8,Q003,02/02/17 18:30:00,Q005,02/02/17 19:05:00
7265737,2,2,5,Q013,02/02/17 18:05:00,Q005,02/02/17 18:15:00
7265737,2,2,8,Q005,02/02/17 18:50:00,Q013,02/02/17 19:00:00
7265737,2,2,7,Q013,02/02/17 20:30:00,Q013,02/02/17 20:35:00
7265737,2,2,8,Q013,02/02/17 22:25:00,Q013,02/02/17 22:30:00
7265738,1,3,4,Q008,02/02/17 09:00:00,Q001,02/02/17 09:15:00
7265738,1,3,8,Q001,02/02/17 12:00:00,Q008,02/02/17 12:15:00
7265744,1,3,9,Q007,02/02/17 09:00:00,Q010,02/02/17 10:00:00
7265744,1,3,8,Q010,02/02/17 11:00:00,Q007,02/02/17 12:00:00
7265744,1,3,7,Q007,02/02/17 15:30:00,Q007,02/02/17 15:45:00
7265744,1,3,8,Q007,02/02/17 17:15:00,Q007,02/02/17 17:30:00
7265745,1,3,4,Q016,02/02/17 10:00:00,Q016,02/02/17 10:15:00
7265745,1,3,8,Q016,02/02/17 10:45:00,Q016,02/02/17 11:00:00
7265745,1,3,7,Q016,02/02/17 20:00:00,Q011,02/02/17 20:30:00
7265745,1,3,8,Q011,02/02/17 23:10:00,Q016,02/02/17 23:45:00
7265746,1,4,9,Q007,02/02/17 16:00:00,Q016,02/02/17 16:10:00
7265746,1,4,8,Q016,02/02/17 17:30:00,Q007,02/02/17 17:40:00
7265747,1,2,1,Q002,02/02/17 07:30:00,Q007,02/02/17 08:00:00
7265747,1,2,8,Q007,02/02/17 18:00:00,Q002,02/02/17 19:05:00
7265747,1,2,5,Q002,02/02/17 21:00:00,Q001,02/02/17 21:10:00
7265747,1,2,8,Q001,02/02/17 21:20:00,Q002,02/02/17 21:30:00
7265750,2,2,7,Q015,02/02/17 14:00:00,Q001,02/02/17 14:30:00
7265750,2,2,8,Q001,02/02/17 20:00:00,Q015,02/02/17 20:30:00
7265751,2,3,4,Q015,02/02/17 07:30:00,Q006,02/02/17 07:55:00
7265751,2,3,1,Q006,02/02/17 08:00:00,Q001,02/02/17 08:15:00
7265751,2,3,8,Q001,02/02/17 17:05:00,Q015,02/02/17 18:00:00
7265752,1,1,3,Q020,02/02/17 10:10:00,Q016,02/02/17 10:30:00
7265752,1,1,8,Q016,02/02/17 13:50:00,Q020,02/02/17 14:00:00
7265752,1,1,4,Q020,02/02/17 16:00:00,Q001,02/02/17 16:25:00
7265752,1,1,8,Q001,02/02/17 17:45:00,Q020,02/02/17 18:00:00
7265752,1,1,9,Q020,02/02/17 22:15:00,Q018,02/02/17 22:20:00
7265752,1,1,8,Q018,02/02/17 22:25:00,Q020,02/02/17 22:30:00
7265753,1,2,1,Q023,02/02/17 07:45:00,Q011,02/02/17 08:00:00
7265753,1,2,5,Q011,02/02/17 08:05:00,Q001,02/02/17 08:20:00
7265753,1,2,1,Q001,02/02/17 08:25:00,Q001,02/02/17 08:30:00
7265753,1,2,4,Q001,02/02/17 17:00:00,Q005,02/02/17 17:10:00
7265753,1,2,5,Q005,02/02/17 17:15:00,Q011,02/02/17 17:25:00
7265753,1,2,8,Q011,02/02/17 18:50:00,Q023,02/02/17 19:00:00
7265754,1,2,1,Q009,02/02/17 07:10:00,Q002,02/02/17 07:35:00
7265754,1,2,8,Q002,02/02/17 22:15:00,Q009,02/02/17 22:30:00
7265755,2,3,4,Q010,02/02/17 08:00:00,Q010,02/02/17 08:25:00
7265755,2,3,8,Q010,02/02/17 12:05:00,Q010,02/02/17 12:30:00
7265755,2,3,4,Q010,02/02/17 20:00:00,Q001,02/02/17 20:45:00
7265755,2,3,8,Q001,02/02/17 21:00:00,Q010,02/02/17 21:30:00
7265757,1,2,1,Q021,02/02/17 09:00:00,Q021,02/02/17 09:05:00
7265757,1,2,8,Q021,02/02/17 12:20:00,Q021,02/02/17 12:30:00
7265757,1,2,1,Q021,02/02/17 14:00:00,Q021,02/02/17 14:10:00
7265757,1,2,8,Q021,02/02/17 17:50:00,Q021,02/02/17 18:05:00
7265759,1,3,1,Q015,02/02/17 07:00:00,Q003,02/02/17 07:45:00
7265759,1,3,4,Q003,02/02/17 17:00:00,Q016,02/02/17 17:45:00
7265759,1,3,8,Q016,02/02/17 18:00:00,Q015,02/02/17 18:30:00
7265760,2,4,6,Q007,02/02/17 09:00:00,Q001,02/02/17 10:00:00
7265760,2,4,8,Q001,02/02/17 16:30:00,Q007,02/02/17 17:30:00
7265761,2,2,1,Q006,02/02/17 07:30:00,Q009,02/02/17 07:50:00
7265761,2,2,8,Q009,02/02/17 16:15:00,Q006,02/02/17 17:00:00
7265761,2,2,5,Q006,02/02/17 17:10:00,Q001,02/02/17 17:25:00
7265761,2,2,8,Q001,02/02/17 17:35:00,Q006,02/02/17 18:00:00
7265762,2,2,1,Q021,02/02/17 07:50:00,Q001,02/02/17 08:30:00
7265762,2,2,8,Q001,02/02/17 18:30:00,Q021,02/02/17 19:30:00
7265764,1,2,4,Q007,02/02/17 15:45:00,Q001,02/02/17 16:00:00
7265764,1,2,8,Q001,02/02/17 22:20:00,Q007,02/02/17 22:30:00
7265769,2,4,4,Q010,02/02/17 15:00:00,Q010,02/02/17 15:20:00
7265769,2,4,8,Q010,02/02/17 17:50:00,Q010,02/02/17 18:00:00
7265770,1,2,4,Q005,02/02/17 15:30:00,Q013,02/02/17 15:45:00
7265770,1,2,8,Q013,02/02/17 17:15:00,Q005,02/02/17 17:30:00
7265774,2,2,1,Q018,02/02/17 08:30:00,Q007,02/02/17 08:40:00
7265774,2,2,8,Q007,02/02/17 18:30:00,Q018,02/02/17 18:40:00
7265776,1,2,1,Q016,02/02/17 07:30:00,Q023,02/02/17 08:00:00
7265776,1,2,8,Q023,02/02/17 10:30:00,Q016,02/02/17 11:00:00
7265776,1,2,5,Q016,02/02/17 16:00:00,Q017,02/02/17 16:20:00
7265776,1,2,8,Q017,02/02/17 19:45:00,Q016,02/02/17 20:05:00
7265778,2,2,1,Q006,02/02/17 09:00:00,Q001,02/02/17 09:30:00
7265778,2,2,8,Q001,02/02/17 18:00:00,Q006,02/02/17 18:30:00
7265780,1,3,4,Q011,02/02/17 10:00:00,Q011,02/02/17 10:10:00
7265780,1,3,8,Q011,02/02/17 11:50:00,Q011,02/02/17 12:00:00
7265780,1,3,2,Q011,02/02/17 13:10:00,Q006,02/02/17 13:50:00
7265780,1,3,8,Q006,02/02/17 22:20:00,Q011,02/02/17 22:30:00
7265781,2,2,4,Q007,02/02/17 08:30:00,Q008,02/02/17 09:15:00
7265781,2,2,8,Q008,02/02/17 19:00:00,Q007,02/02/17 19:30:00
7265785,2,2,1,Q013,02/02/17 07:30:00,Q013,02/02/17 07:40:00
7265785,2,2,8,Q013,02/02/17 12:05:00,Q013,02/02/17 12:15:00
7265785,2,2,1,Q013,02/02/17 13:50:00,Q013,02/02/17 14:00:00
7265785,2,2,8,Q013,02/02/17 18:05:00,Q013,02/02/17 18:15:00
7265786,1,3,1,Q003,02/02/17 08:30:00,Q010,02/02/17 08:45:00
7265786,1,3,4,Q010,02/02/17 17:30:00,Q012,02/02/17 17:45:00
7265786,1,3,8,Q012,02/02/17 18:30:00,Q003,02/02/17 18:45:00
7265789,2,3,4,Q007,02/02/17 10:00:00,Q007,02/02/17 10:07:00
7265789,2,3,8,Q007,02/02/17 12:10:00,Q007,02/02/17 12:15:00
7265790,2,2,1,Q004,02/02/17 09:00:00,Q006,02/02/17 09:30:00
7265790,2,2,8,Q006,02/02/17 16:30:00,Q004,02/02/17 17:00:00
7265790,2,2,5,Q004,02/02/17 17:40:00,Q011,02/02/17 17:55:00
7265790,2,2,8,Q011,02/02/17 19:50:00,Q004,02/02/17 20:00:00
7265791,1,2,1,Q003,02/02/17 16:00:00,Q002,02/02/17 16:15:00
7265791,1,2,8,Q002,02/02/17 18:45:00,Q003,02/02/17 19:00:00
7265792,2,3,4,Q006,02/02/17 14:00:00,Q001,02/02/17 14:15:00
7265792,2,3,7,Q001,02/02/17 15:30:00,Q017,02/02/17 16:20:00
7265792,2,3,8,Q017,02/02/17 17:45:00,Q006,02/02/17 18:00:00
7265795,2,2,3,Q011,02/02/17 08:00:00,Q002,02/02/17 08:50:00
7265795,2,2,8,Q002,02/02/17 16:15:00,Q011,02/02/17 17:15:00
7265797,2,2,4,Q008,02/02/17 08:30:00,Q008,02/02/17 08:40:00
7265797,2,2,8,Q008,02/02/17 09:20:00,Q008,02/02/17 09:30:00
7265800,2,2,1,Q017,02/02/17 08:00:00,Q007,02/02/17 08:15:00
7265800,2,2,8,Q007,02/02/17 16:05:00,Q017,02/02/17 16:25:00
7265800,2,2,4,Q017,02/02/17 17:00:00,Q017,02/02/17 17:10:00
7265800,2,2,8,Q017,02/02/17 17:50:00,Q017,02/02/17 18:00:00
7265801,2,3,1,Q004,02/02/17 09:00:00,Q003,02/02/17 09:10:00
7265801,2,3,2,Q003,02/02/17 16:30:00,Q004,02/02/17 16:40:00
7265801,2,3,8,Q004,02/02/17 18:40:00,Q004,02/02/17 19:00:00
7265802,2,4,9,Q013,02/02/17 15:30:00,Q014,02/02/17 15:40:00
7265802,2,4,7,Q014,02/02/17 15:50:00,Q014,02/02/17 16:00:00
7265802,2,4,8,Q014,02/02/17 17:15:00,Q013,02/02/17 17:20:00
7265805,1,2,7,Q023,02/02/17 22:00:00,Q010,02/02/17 22:10:00
7265805,1,2,11,Q010,02/02/17 02:45:00,Q023,02/02/17 03:00:00
7265807,1,2,2,Q012,02/02/17 15:00:00,Q009,02/02/17 15:30:00
7265807,1,2,8,Q009,02/02/17 17:30:00,Q012,02/02/17 18:00:00
7265807,1,2,7,Q012,02/02/17 21:00:00,Q002,02/02/17 21:30:00
7265807,1,2,8,Q002,02/02/17 23:20:00,Q012,02/02/17 23:50:00
7265813,1,2,4,Q018,02/02/17 16:15:00,Q001,02/02/17 16:25:00
7265813,1,2,8,Q001,02/02/17 19:20:00,Q018,02/02/17 19:30:00
7265815,1,3,6,Q013,02/02/17 09:00:00,Q001,02/02/17 09:20:00
7265815,1,3,8,Q001,02/02/17 12:30:00,Q013,02/02/17 13:00:00
7265818,1,2,1,Q004,02/02/17 07:30:00,Q001,02/02/17 07:40:00
7265818,1,2,8,Q001,02/02/17 18:50:00,Q004,02/02/17 19:00:00
7265819,1,2,4,Q018,02/02/17 10:30:00,Q018,02/02/17 10:37:00
7265819,1,2,4,Q018,02/02/17 11:00:00,Q007,02/02/17 11:07:00
7265819,1,2,8,Q007,02/02/17 11:53:00,Q018,02/02/17 12:00:00
7265819,1,2,9,Q018,02/02/17 14:00:00,Q018,02/02/17 14:07:00
7265819,1,2,8,Q018,02/02/17 17:53:00,Q018,02/02/17 18:00:00
7265820,1,2,2,Q017,02/02/17 09:15:00,Q001,02/02/17 10:30:00
7265820,1,2,8,Q001,02/02/17 10:45:00,Q017,02/02/17 12:00:00
7265820,1,2,7,Q017,02/02/17 15:45:00,Q001,02/02/17 16:15:00
7265820,1,2,8,Q001,02/02/17 18:10:00,Q017,02/02/17 19:00:00
7265821,2,2,2,Q008,02/02/17 09:00:00,Q008,02/02/17 09:06:00
7265821,2,2,8,Q008,02/02/17 13:00:00,Q008,02/02/17 13:10:00
7265821,2,2,2,Q008,02/02/17 15:00:00,Q008,02/02/17 15:10:00
7265821,2,2,8,Q008,02/02/17 19:05:00,Q008,02/02/17 19:15:00
7265823,2,2,1,Q002,02/02/17 10:00:00,Q001,02/02/17 10:10:00
7265823,2,2,8,Q001,02/02/17 21:50:00,Q002,02/02/17 22:00:00
7265828,2,2,1,Q017,02/02/17 08:00:00,Q017,02/02/17 08:10:00
7265828,2,2,8,Q017,02/02/17 12:50:00,Q017,02/02/17 13:00:00
7265828,2,2,1,Q017,02/02/17 14:05:00,Q017,02/02/17 14:10:00
7265828,2,2,8,Q017,02/02/17 16:50:00,Q017,02/02/17 17:00:00
7265829,2,3,1,Q004,02/02/17 08:30:00,Q014,02/02/17 08:40:00
7265829,2,3,8,Q014,02/02/17 16:50:00,Q004,02/02/17 17:00:00
7265830,2,4,4,Q022,02/02/17 09:00:00,Q022,02/02/17 09:30:00
7265830,2,4,8,Q022,02/02/17 10:30:00,Q022,02/02/17 11:00:00
7265834,2,1,3,Q013,02/02/17 07:30:00,Q006,02/02/17 07:45:00
7265834,2,1,8,Q006,02/02/17 18:47:00,Q013,02/02/17 19:00:00
7265836,2,4,6,Q017,02/02/17 09:00:00,Q017,02/02/17 09:15:00
7265836,2,4,8,Q017,02/02/17 10:15:00,Q017,02/02/17 10:30:00
7265836,2,4,4,Q017,02/02/17 16:00:00,Q017,02/02/17 16:10:00
7265836,2,4,8,Q017,02/02/17 16:45:00,Q017,02/02/17 17:00:00
7265837,2,3,4,Q004,02/02/17 12:30:00,Q005,02/02/17 12:45:00
7265837,2,3,1,Q005,02/02/17 13:00:00,Q008,02/02/17 13:30:00
7265837,2,3,8,Q008,02/02/17 19:00:00,Q004,02/02/17 19:45:00
7265837,2,3,7,Q004,02/02/17 20:40:00,Q014,02/02/17 21:15:00
7265837,2,3,8,Q014,02/02/17 23:30:00,Q004,02/03/17 00:00:00
7265839,1,3,1,Q021,02/02/17 07:15:00,Q010,02/02/17 07:50:00
7265839,1,3,7,Q010,02/02/17 12:00:00,Q021,02/02/17 12:30:00
7265839,1,3,8,Q021,02/02/17 14:45:00,Q021,02/02/17 15:00:00
7265839,1,3,9,Q021,02/02/17 20:00:00,Q021,02/02/17 20:05:00
7265839,1,3,8,Q021,02/02/17 20:55:00,Q021,02/02/17 21:00:00
7265840,1,2,1,Q003,02/02/17 09:00:00,Q003,02/02/17 09:10:00
7265840,1,2,8,Q003,02/02/17 12:35:00,Q003,02/02/17 12:45:00
7265840,1,2,1,Q003,02/02/17 15:00:00,Q003,02/02/17 15:15:00
7265840,1,2,8,Q003,02/02/17 19:45:00,Q003,02/02/17 20:00:00
7265842,2,2,1,Q023,02/02/17 08:00:00,Q023,02/02/17 08:05:00
7265842,2,2,8,Q023,02/02/17 12:20:00,Q023,02/02/17 12:30:00
7265842,2,2,1,Q023,02/02/17 13:30:00,Q023,02/02/17 13:40:00
7265842,2,2,8,Q023,02/02/17 15:00:00,Q023,02/02/17 15:05:00
7265842,2,2,4,Q023,02/02/17 16:30:00,Q010,02/02/17 16:45:00
7265842,2,2,8,Q010,02/02/17 18:50:00,Q023,02/02/17 19:00:00
7265843,2,2,1,Q011,02/02/17 07:00:00,Q016,02/02/17 08:30:00
7265843,2,2,8,Q016,02/02/17 13:30:00,Q011,02/02/17 14:30:00
7265844,2,2,1,Q011,02/02/17 07:10:00,Q004,02/02/17 07:25:00
7265844,2,2,8,Q004,02/02/17 15:15:00,Q011,02/02/17 15:30:00
7265846,1,2,7,Q012,02/02/17 18:00:00,Q007,02/02/17 18:30:00
7265846,1,2,8,Q007,02/02/17 23:30:00,Q012,02/03/17 00:00:00
7265848,2,2,7,Q015,02/02/17 10:00:00,Q016,02/02/17 10:07:00
7265848,2,2,8,Q016,02/02/17 12:10:00,Q015,02/02/17 12:15:00
7265848,2,2,5,Q015,02/02/17 16:00:00,Q015,02/02/17 16:11:00
7265848,2,2,8,Q015,02/02/17 17:20:00,Q015,02/02/17 17:30:00
7265851,2,2,1,Q005,02/02/17 08:30:00,Q017,02/02/17 08:45:00
7265851,2,2,8,Q017,02/02/17 17:45:00,Q005,02/02/17 18:05:00
7265852,1,2,7,Q003,02/02/17 19:00:00,Q001,02/02/17 19:10:00
7265852,1,2,8,Q001,02/02/17 20:30:00,Q003,02/02/17 20:40:00
7265855,1,3,5,Q013,02/02/17 07:55:00,Q013,02/02/17 08:00:00
7265857,1,2,7,Q014,02/02/17 16:00:00,Q013,02/02/17 16:10:00
7265857,1,2,8,Q013,02/02/17 18:50:00,Q014,02/02/17 19:00:00
7265859,2,2,1,Q001,02/02/17 08:45:00,Q006,02/02/17 09:00:00
7265859,2,2,8,Q006,02/02/17 13:40:00,Q001,02/02/17 13:55:00
7265859,2,2,1,Q001,02/02/17 15:00:00,Q006,02/02/17 15:15:00
7265859,2,2,8,Q006,02/02/17 16:45:00,Q001,02/02/17 17:00:00
7265860,1,2,1,Q006,02/02/17 10:55:00,Q001,02/02/17 11:15:00
7265860,1,2,8,Q001,02/02/17 13:30:00,Q006,02/02/17 14:00:00
7265860,1,2,1,Q006,02/02/17 15:00:00,Q001,02/02/17 15:20:00
7265860,1,2,8,Q001,02/02/17 19:10:00,Q006,02/02/17 19:40:00
7265861,2,2,1,Q018,02/02/17 07:00:00,Q001,02/02/17 08:10:00
7265861,2,2,8,Q001,02/02/17 17:10:00,Q018,02/02/17 18:10:00
7265864,2,4,4,Q018,02/02/17 09:00:00,Q001,02/02/17 09:40:00
7265864,2,4,8,Q001,02/02/17 11:45:00,Q018,02/02/17 12:30:00
7265865,2,3,2,Q014,02/02/17 07:30:00,Q022,02/02/17 08:15:00
7265865,2,3,8,Q022,02/02/17 19:15:00,Q014,02/02/17 20:00:00
7265866,2,1,3,Q003,02/02/17 07:45:00,Q009,02/02/17 08:45:00
7265866,2,1,8,Q009,02/02/17 12:30:00,Q003,02/02/17 13:30:00
7265866,2,1,9,Q003,02/02/17 15:00:00,Q001,02/02/17 16:00:00
7265866,2,1,8,Q001,02/02/17 22:00:00,Q003,02/02/17 22:45:00
7265870,2,2,1,Q007,02/02/17 08:30:00,Q019,02/02/17 08:50:00
7265870,2,2,8,Q019,02/02/17 13:30:00,Q007,02/02/17 13:50:00
7265870,2,2,1,Q007,02/02/17 14:30:00,Q019,02/02/17 14:45:00
7265870,2,2,8,Q019,02/02/17 19:15:00,Q007,02/02/17 19:30:00
7265871,2,4,4,Q021,02/02/17 08:00:00,Q001,02/02/17 08:50:00
7265871,2,4,8,Q001,02/02/17 11:15:00,Q021,02/02/17 12:00:00
7265872,2,1,3,Q006,02/02/17 07:30:00,Q014,02/02/17 07:55:00
7265872,2,1,8,Q014,02/02/17 13:00:00,Q006,02/02/17 13:30:00
7265872,2,1,7,Q006,02/02/17 16:00:00,Q001,02/02/17 16:20:00
7265872,2,1,8,Q001,02/02/17 17:50:00,Q006,02/02/17 18:10:00
7265875,1,2,1,Q018,02/02/17 07:30:00,Q001,02/02/17 08:00:00
7265875,1,2,8,Q001,02/02/17 19:00:00,Q018,02/02/17 19:30:00
7265876,2,1,1,Q005,02/02/17 08:00:00,Q008,02/02/17 08:55:00
7265876,2,1,8,Q008,02/02/17 19:20:00,Q005,02/02/17 20:30:00
7265877,1,2,2,Q005,02/02/17 11:00:00,Q001,02/02/17 11:15:00
7265877,1,2,8,Q001,02/02/17 13:25:00,Q005,02/02/17 13:40:00
7265877,1,2,7,Q005,02/02/17 17:00:00,Q001,02/02/17 17:10:00
7265877,1,2,8,Q001,02/02/17 19:00:00,Q005,02/02/17 19:10:00
7265878,2,2,4,Q008,02/02/17 11:00:00,Q008,02/02/17 11:10:00
7265878,2,2,8,Q008,02/02/17 11:40:00,Q008,02/02/17 12:15:00
7265878,2,2,4,Q008,02/02/17 15:15:00,Q014,02/02/17 16:10:00
7265878,2,2,8,Q014,02/02/17 18:10:00,Q008,02/02/17 18:40:00
7265880,1,3,5,Q004,02/02/17 08:30:00,Q001,02/02/17 08:45:00
7265880,1,3,8,Q001,02/02/17 09:15:00,Q004,02/02/17 09:30:00
7265880,1,3,5,Q004,02/02/17 17:00:00,Q004,02/02/17 17:30:00
7265880,1,3,8,Q004,02/02/17 18:30:00,Q004,02/02/17 19:00:00
7265881,1,1,3,Q019,02/02/17 07:15:00,Q003,02/02/17 08:00:00
7265881,1,1,8,Q003,02/02/17 15:00:00,Q019,02/02/17 16:00:00
7265882,2,2,1,Q014,02/02/17 07:50:00,Q006,02/02/17 08:10:00
7265882,2,2,8,Q006,02/02/17 12:40:00,Q014,02/02/17 13:00:00
7265882,2,2,4,Q014,02/02/17 17:30:00,Q014,02/02/17 17:40:00
7265882,2,2,8,Q014,02/02/17 18:05:00,Q014,02/02/17 18:10:00
7265884,2,2,4,Q005,02/02/17 10:00:00,Q022,02/02/17 10:25:00
7265884,2,2,8,Q022,02/02/17 12:00:00,Q005,02/02/17 12:30:00
7265887,1,2,1,Q010,02/02/17 10:00:00,Q008,02/02/17 10:15:00
7265887,1,2,8,Q008,02/02/17 15:15:00,Q010,02/02/17 15:30:00
7265888,1,3,1,Q005,02/02/17 08:00:00,Q005,02/02/17 08:10:00
7265888,1,3,8,Q005,02/02/17 18:50:00,Q005,02/02/17 19:00:00
7265888,1,3,7,Q005,02/02/17 20:15:00,Q001,02/02/17 20:30:00
7265888,1,3,8,Q001,02/02/17 22:50:00,Q005,02/02/17 23:10:00
7265889,2,2,5,Q005,02/02/17 07:40:00,Q006,02/02/17 07:50:00
7265889,2,2,8,Q006,02/02/17 08:00:00,Q005,02/02/17 08:10:00
7265889,2,2,4,Q005,02/02/17 09:30:00,Q001,02/02/17 10:15:00
7265889,2,2,8,Q001,02/02/17 11:10:00,Q005,02/02/17 11:30:00
7265889,2,2,5,Q005,02/02/17 13:15:00,Q006,02/02/17 13:30:00
7265889,2,2,8,Q006,02/02/17 13:45:00,Q005,02/02/17 14:00:00
7265889,2,2,6,Q005,02/02/17 15:30:00,Q003,02/02/17 15:50:00
7265889,2,2,8,Q003,02/02/17 16:40:00,Q005,02/02/17 17:00:00
7265890,2,4,4,Q001,02/02/17 08:00:00,Q001,02/02/17 08:15:00
7265890,2,4,8,Q001,02/02/17 12:45:00,Q001,02/02/17 13:00:00
7265893,1,1,7,Q005,02/02/17 14:30:00,Q001,02/02/17 14:45:00
7265893,1,1,8,Q001,02/02/17 23:00:00,Q005,02/02/17 23:30:00
7265895,2,2,4,Q006,02/02/17 08:00:00,Q001,02/02/17 08:30:00
7265895,2,2,8,Q001,02/02/17 12:00:00,Q006,02/02/17 12:30:00
7265895,2,2,4,Q006,02/02/17 13:10:00,Q001,02/02/17 14:10:00
7265895,2,2,8,Q001,02/02/17 19:30:00,Q006,02/02/17 20:00:00
7265896,2,2,5,Q003,02/02/17 08:00:00,Q001,02/02/17 08:25:00
7265896,2,2,1,Q001,02/02/17 08:30:00,Q003,02/02/17 09:00:00
7265896,2,2,8,Q003,02/02/17 17:00:00,Q003,02/02/17 17:30:00
7265896,2,2,4,Q003,02/02/17 18:00:00,Q014,02/02/17 18:30:00
7265896,2,2,8,Q014,02/02/17 19:30:00,Q003,02/02/17 20:00:00
7265898,1,2,7,Q003,02/02/17 11:00:00,Q005,02/02/17 11:20:00
7265898,1,2,8,Q005,02/02/17 12:40:00,Q003,02/02/17 13:00:00
7265898,1,2,1,Q003,02/02/17 21:30:00,Q001,02/02/17 21:45:00
7265898,1,2,11,Q001,02/02/17 00:45:00,Q003,02/02/17 01:00:00
7265901,2,2,5,Q003,02/02/17 08:20:00,Q003,02/02/17 08:25:00
7265901,2,2,1,Q003,02/02/17 08:30:00,Q003,02/02/17 08:40:00
7265901,2,2,8,Q003,02/02/17 12:45:00,Q003,02/02/17 13:00:00
7265901,2,2,1,Q003,02/02/17 15:00:00,Q003,02/02/17 15:10:00
7265901,2,2,8,Q003,02/02/17 19:20:00,Q003,02/02/17 19:30:00
7265905,1,2,1,Q014,02/02/17 04:45:00,Q001,02/02/17 05:00:00
7265905,1,2,8,Q001,02/02/17 18:15:00,Q014,02/02/17 18:30:00
7265907,2,2,2,Q006,02/02/17 08:25:00,Q006,02/02/17 08:35:00
7265907,2,2,8,Q006,02/02/17 14:50:00,Q006,02/02/17 15:00:00
7265911,1,2,1,Q012,02/02/17 08:00:00,Q014,02/02/17 08:20:00
7265911,1,2,8,Q014,02/02/17 19:40:00,Q012,02/02/17 20:00:00
7265914,2,2,5,Q012,02/02/17 07:00:00,Q009,02/02/17 07:30:00
7265914,2,2,1,Q009,02/02/17 08:10:00,Q010,02/02/17 08:20:00
7265914,2,2,5,Q010,02/02/17 16:15:00,Q009,02/02/17 16:30:00
7265914,2,2,8,Q009,02/02/17 16:40:00,Q012,02/02/17 17:00:00
7265914,2,2,7,Q012,02/02/17 19:30:00,Q012,02/02/17 20:10:00
7265914,2,2,11,Q012,02/02/17 23:50:00,Q012,02/02/17 00:30:00
7265917,2,2,4,Q008,02/02/17 08:30:00,Q008,02/02/17 08:36:00
7265917,2,2,8,Q008,02/02/17 09:05:00,Q008,02/02/17 09:10:00
7265917,2,2,1,Q008,02/02/17 09:20:00,Q008,02/02/17 09:40:00
7265917,2,2,8,Q008,02/02/17 13:00:00,Q008,02/02/17 13:05:00
7265917,2,2,5,Q008,02/02/17 14:00:00,Q008,02/02/17 14:06:00
7265917,2,2,7,Q008,02/02/17 14:30:00,Q001,02/02/17 14:45:00
7265917,2,2,5,Q001,02/02/17 16:40:00,Q008,02/02/17 17:15:00
7265917,2,2,8,Q008,02/02/17 17:20:00,Q008,02/02/17 17:30:00
7265918,1,2,8,Q001,02/02/17 19:10:00,Q010,02/02/17 19:40:00
7265919,2,3,5,Q007,02/02/17 07:30:00,Q008,02/02/17 07:50:00
7265919,2,3,5,Q008,02/02/17 08:00:00,Q019,02/02/17 08:10:00
7265919,2,3,8,Q019,02/02/17 10:00:00,Q007,02/02/17 10:30:00
7265919,2,3,5,Q007,02/02/17 13:30:00,Q019,02/02/17 13:45:00
7265919,2,3,8,Q019,02/02/17 14:00:00,Q007,02/02/17 14:15:00
7265919,2,3,4,Q007,02/02/17 15:45:00,Q019,02/02/17 16:00:00
7265919,2,3,8,Q019,02/02/17 16:15:00,Q007,02/02/17 16:30:00
7265920,1,2,1,Q007,02/02/17 07:30:00,Q007,02/02/17 07:40:00
7265920,1,2,8,Q007,02/02/17 17:53:00,Q007,02/02/17 18:00:00
7265920,1,2,7,Q007,02/02/17 19:10:00,Q007,02/02/17 19:20:00
7265920,1,2,8,Q007,02/02/17 20:50:00,Q007,02/02/17 21:00:00
7265921,1,2,1,Q006,02/02/17 08:30:00,Q016,02/02/17 08:50:00
7265921,1,2,8,Q016,02/02/17 18:35:00,Q006,02/02/17 19:00:00
7265922,2,2,1,Q018,02/02/17 09:00:00,Q008,02/02/17 09:30:00
7265922,2,2,8,Q008,02/02/17 19:45:00,Q018,02/02/17 20:15:00
7265924,2,2,1,Q011,02/02/17 07:30:00,Q007,02/02/17 08:00:00
7265924,2,2,8,Q007,02/02/17 16:30:00,Q011,02/02/17 17:00:00
7265924,2,2,4,Q011,02/02/17 17:40:00,Q011,02/02/17 17:50:00
7265924,2,2,8,Q011,02/02/17 18:00:00,Q011,02/02/17 18:10:00
7265925,2,2,1,Q021,02/02/17 07:50:00,Q001,02/02/17 08:15:00
7265925,2,2,8,Q001,02/02/17 18:10:00,Q021,02/02/17 18:30:00
7265925,2,2,9,Q021,02/02/17 19:00:00,Q008,02/02/17 19:15:00
7265925,2,2,8,Q008,02/02/17 19:35:00,Q021,02/02/17 19:45:00
7265925,2,2,7,Q021,02/02/17 21:20:00,Q008,02/02/17 21:30:00
7265925,2,2,8,Q008,02/02/17 22:50:00,Q021,02/02/17 23:00:00
7265935,1,4,10,Q014,02/02/17 09:00:00,Q007,02/02/17 09:50:00
7265935,1,4,8,Q007,02/02/17 12:00:00,Q014,02/02/17 12:50:00
7265936,1,2,1,Q007,02/02/17 09:15:00,Q001,02/02/17 09:30:00
